iso3,country,measure,measure_name,unit,year,obs_value,year_date
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.13249999,2018-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1205,2019-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.1155,2020-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1435,2021-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1725,2022-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0283,2018-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.032099999,2019-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0425,2020-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.060400002,2021-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.054699998,2022-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.042399999,2023-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.0119,2017-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0060000001,2018-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.0063999998,2019-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0131,2020-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0062000002,2021-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.0080000004,2022-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.1866,2017-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1442,2018-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.2035,2019-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.20299999,2020-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1946,2021-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1036,2018-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.096699998,2019-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.13850001,2020-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.093099996,2021-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.089900002,2022-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.092799999,2023-01-01
NLD,Netherlands,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.2489,2021-01-01
NLD,Netherlands,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.22930001,2022-01-01
NLD,Netherlands,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.2316,2023-01-01
NLD,Netherlands,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.2384,2017-01-01
NLD,Netherlands,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.22579999,2018-01-01
NLD,Netherlands,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.2298,2019-01-01
NOR,Norway,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.2281,2017-01-01
NOR,Norway,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.22040001,2018-01-01
NOR,Norway,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.227,2019-01-01
NOR,Norway,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.2352,2020-01-01
NOR,Norway,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.2006,2021-01-01
NOR,Norway,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1542,2022-01-01
BEL,Belgium,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.32300001,2021-01-01
BEL,Belgium,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.3193,2022-01-01
BEL,Belgium,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.2413,2017-01-01
BEL,Belgium,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.2809,2018-01-01
BEL,Belgium,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.34029999,2019-01-01
COL,Colombia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0089999996,2018-01-01
COL,Colombia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.0071999999,2019-01-01
COL,Colombia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0139,2020-01-01
KOR,Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.27880001,2017-01-01
KOR,Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.27410001,2018-01-01
KOR,Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.27079999,2019-01-01
KOR,Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.3229,2020-01-01
KOR,Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.3321,2021-01-01
KOR,Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.37979999,2022-01-01
MLT,Malta,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.0317,2017-01-01
MLT,Malta,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.037999999,2018-01-01
MLT,Malta,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.0286,2019-01-01
MLT,Malta,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0038000001,2020-01-01
MLT,Malta,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0026,2021-01-01
MLT,Malta,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.0020999999,2023-01-01
ARG,Argentina,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.0055999998,2017-01-01
ARG,Argentina,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.003,2018-01-01
ARG,Argentina,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.0022,2019-01-01
ARG,Argentina,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0031999999,2020-01-01
ARG,Argentina,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0031999999,2021-01-01
ARG,Argentina,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.0038000001,2022-01-01
FRA,France,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.40259999,2017-01-01
FRA,France,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.39590001,2018-01-01
FRA,France,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.3994,2019-01-01
FRA,France,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.42109999,2020-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.23289999,2019-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.228,2020-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.25060001,2021-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1751,2022-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.17479999,2023-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.1948,2017-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.1257,2017-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1285,2018-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.126,2019-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.1168,2020-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1107,2021-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1037,2022-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.055799998,2017-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.050900001,2018-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.046700001,2019-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.071999997,2020-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.068999998,2021-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.059,2022-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.0294,2017-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0429,2018-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.044300001,2019-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.079999998,2020-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1126,2021-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1063,2022-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.19329999,2017-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.18279999,2018-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.19840001,2019-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.223,2020-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.23100001,2021-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.2172,2022-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.0066999998,2017-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0066999998,2018-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.0055999998,2019-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0049999999,2020-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0043000001,2021-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.0049999999,2022-01-01
SWE,Sweden,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.1261,2017-01-01
SWE,Sweden,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1231,2018-01-01
SWE,Sweden,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1205,2019-01-01
SWE,Sweden,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.1301,2020-01-01
SWE,Sweden,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.126,2021-01-01
AUS,Australia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.15000001,2021-01-01
AUS,Australia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.1637,2017-01-01
AUS,Australia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1538,2018-01-01
AUS,Australia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1559,2019-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.0261,2017-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.033599999,2018-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.045600001,2019-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.054299999,2020-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0656,2021-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.076700002,2022-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2017,0.065499999,2017-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.065099999,2018-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.068499997000000007,2019-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.065700002,2020-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.073100001,2021-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.19850001,2018-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1979,2019-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.2158,2020-01-01
