iso3,country,measure,measure_name,unit,year,obs_value,year_date
ZAF,South Africa,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.016100001,2019-01-01
ZAF,South Africa,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0149,2020-01-01
ZAF,South Africa,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.017200001,2021-01-01
ZAF,South Africa,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.0147,2022-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.21520001,2023-01-01
FRA,France,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.41679999,2023-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.1103,2023-01-01
KOR,South Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.41479999,2023-01-01
GBR,United Kingdom,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.38060001,2023-01-01
ARG,Argentina,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.0026,2023-01-01
HRV,Croatia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.0118,2023-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.064999998,2018-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1441,2018-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0283,2018-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.032099999,2019-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0425,2020-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.060400002,2021-01-01
LTU,Lithuania,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.054699998,2022-01-01
POL,Poland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.12630001,2018-01-01
POL,Poland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1344,2019-01-01
POL,Poland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.1453,2020-01-01
POL,Poland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.14659999,2021-01-01
POL,Poland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1399,2022-01-01
POL,Poland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.15009999,2023-01-01
RUS,Russia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.40189999,2018-01-01
RUS,Russia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.47279999,2019-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.199,2018-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1983,2019-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.2167,2020-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.2141,2021-01-01
OECD,OECD,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.2464,2023-01-01
EU27_2020,European Union (27 countries from 01/02/2020),DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1803,2018-01-01
EU27_2020,European Union (27 countries from 01/02/2020),DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1849,2019-01-01
EU27_2020,European Union (27 countries from 01/02/2020),DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.182,2020-01-01
EU27_2020,European Union (27 countries from 01/02/2020),DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1831,2021-01-01
EU27_2020,European Union (27 countries from 01/02/2020),DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.1928,2023-01-01
ISL,Iceland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.2245,2019-01-01
ISL,Iceland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.4524,2021-01-01
ISL,Iceland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.4876,2022-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.23289999,2019-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.228,2020-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.25060001,2021-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1752,2022-01-01
HUN,Hungary,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.12549999,2023-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1036,2018-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.096699998,2019-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.13850001,2020-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.093099996,2021-01-01
ISR,Israel,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.089900002,2022-01-01
AUS,Australia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1559,2019-01-01
AUS,Australia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.15000001,2021-01-01
AUT,Austria,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.27410001,2019-01-01
AUT,Austria,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.31810001,2021-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.18279999,2018-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.19840001,2019-01-01
CAN,Canada,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.223,2020-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0066999998,2018-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0049999999,2020-01-01
CRI,Costa Rica,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0043000001,2021-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.1285,2018-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.126,2019-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.1168,2020-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1107,2021-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1037,2022-01-01
CZE,Czechia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.089900002,2023-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.033599999,2018-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.045600001,2019-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.054299999,2020-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0656,2021-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.077,2022-01-01
EST,Estonia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.1068,2023-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.050900001,2018-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.046700001,2019-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.071999997,2020-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.068999998,2021-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.059,2022-01-01
FIN,Finland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.073799998,2023-01-01
FRA,France,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.3994,2019-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.068400003,2019-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.065700002,2020-01-01
DEU,Germany,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.072899997,2021-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0429,2018-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.044300001,2019-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.079999998,2020-01-01
GRC,Greece,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1126,2021-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.2035,2019-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.19499999,2021-01-01
IRL,Ireland,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.2978,2023-01-01
ITA,Italy,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.2472,2018-01-01
ITA,Italy,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.2115,2019-01-01
ITA,Italy,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.101,2020-01-01
ITA,Italy,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1044,2021-01-01
ITA,Italy,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.093500003,2022-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.13249999,2018-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.1205,2019-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.1155,2020-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.1435,2021-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.1725,2022-01-01
JPN,Japan,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.2105,2023-01-01
KOR,South Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.27410001,2018-01-01
KOR,South Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.27079999,2019-01-01
KOR,South Korea,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.3229,2020-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2018,0.0060000001,2018-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2019,0.0063999998,2019-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2020,0.0131,2020-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2021,0.0062000002,2021-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2022,0.0080000004,2022-01-01
LVA,Latvia,DF_GTARD,Sum of tax incentive support for business R&D (GTARD) and government-financed BERD,PT_B1GQ,2023,0.0128,2023-01-01
